user_id,package_id,rating
894,434,3
439,81,3
55,446,3
363,439,5
734,133,5
331,80,1
530,471,5
321,448,5
441,79,3
299,44,4
657,320,3
451,444,3
559,329,4
550,45,4
634,473,5
582,207,3
394,269,3
788,242,5
199,127,2
76,26,3
999,325,4
366,283,5
125,61,4
954,255,4
954,275,3
328,258,5
337,111,4
5,331,5
108,360,1
172,232,5
400,228,3
265,40,2
802,291,3
774,133,4
742,499,5
322,498,5
665,300,4
607,410,5
102,449,5
656,69,5
313,177,2
196,483,5
752,494,4
320,425,5
824,312,4
275,126,5
191,423,5
489,142,4
260,275,5
620,91,1
533,173,5
807,357,5
471,216,5
532,344,4
13,490,4
269,152,5
42,387,5
206,487,5
973,287,5
793,41,1
261,364,4
651,221,4
110,453,4
249,21,4
929,133,4
630,41,4
375,319,3
542,37,5
457,388,5
458,480,1
928,176,5
94,357,4
543,446,5
406,131,5
42,355,3
666,144,5
478,365,5
439,467,5
461,209,4
732,420,4
193,66,3
844,459,3
894,125,4
502,326,5
372,249,5
5,338,5
896,148,5
782,322,5
303,380,4
439,248,2
128,373,4
115,250,4
739,31,5
434,97,3
307,243,4
516,124,3
919,62,2
635,251,5
607,205,3
781,141,5
5,53,5
812,87,5
415,306,4
2,152,4
511,160,1
220,116,3
94,60,3
677,425,5
791,264,4
476,379,1
700,244,5
369,482,3
91,341,4
335,396,3
581,468,3
152,286,1
697,67,2
623,327,4
808,451,2
609,167,3
887,479,5
838,269,3
271,443,4
706,94,3
44,278,2
215,198,4
923,484,4
418,28,4
415,411,4
202,274,4
611,316,3
153,70,5
943,361,5
475,301,3
108,317,4
805,372,4
732,234,5
687,397,4
842,117,5
880,491,4
832,334,5
802,453,5
591,17,5
538,161,5
573,237,3
582,383,5
444,228,4
391,484,1
876,5,3
448,65,4
124,112,5
109,260,4
753,401,5
223,386,5
251,198,4
260,373,5
217,321,1
167,30,5
834,298,2
722,260,4
547,34,4
23,318,4
292,90,5
860,236,4
745,163,5
225,6,4
21,499,5
60,131,5
130,173,3
150,58,4
830,324,4
216,447,4
562,63,4
641,435,3
560,473,4
547,453,3
763,41,4
440,461,5
983,291,5
53,481,3
739,78,2
605,273,3
110,208,5
64,373,4
74,181,4
966,240,4
347,426,4
664,6,5
687,429,5
839,265,4
400,439,4
105,147,2
437,111,3
675,74,1
496,407,5
263,464,5
969,22,4
97,447,2
675,19,2
609,431,5
837,197,3
688,257,4
549,59,5
316,466,5
85,163,1
525,49,3
140,24,4
309,408,5
755,254,5
455,31,2
380,363,3
809,193,4
481,87,4
379,173,4
611,121,3
491,433,3
720,201,4
190,416,3
737,208,3
941,431,4
633,229,5
823,427,2
284,485,3
490,25,5
564,480,3
288,59,4
419,32,3
778,162,4
822,114,5
642,384,3
214,223,4
49,405,3
696,497,3
658,99,5
668,491,3
331,69,5
228,391,5
143,111,3
948,208,3
312,207,4
698,461,5
47,176,5
129,422,4
182,455,1
797,300,4
257,95,3
161,130,4
80,43,4
378,443,5
272,365,4
79,202,5
378,231,4
684,24,4
517,31,4
930,96,4
617,162,4
571,148,5
933,289,4
130,466,5
45,126,3
679,232,5
519,339,5
21,194,4
312,412,5
776,380,2
462,95,4
84,71,2
580,491,5
27,159,5
80,9,4
556,456,3
488,63,4
450,353,4
534,26,4
587,125,5
876,322,4
657,370,2
673,136,5
624,162,4
291,378,5
315,43,4
436,106,4
810,477,4
253,342,4
783,139,4
28,305,5
962,495,3
179,250,2
537,341,2
539,472,3
731,482,4
461,132,4
889,368,4
162,133,5
565,321,4
887,186,5
633,358,2
786,51,3
972,177,4
865,385,5
376,34,5
614,186,1
276,493,5
9,114,5
595,353,4
333,160,5
931,309,4
911,238,5
699,321,5
858,200,5
134,367,4
68,400,4
717,159,2
530,282,4
486,265,5
6,53,4
1,482,3
334,165,4
28,366,5
95,459,4
102,129,5
442,29,4
517,452,2
196,342,4
52,13,4
345,76,5
171,211,3
908,494,2
752,250,5
456,231,4
96,273,5
509,426,4
395,206,5
795,188,5
76,196,4
876,223,4
783,311,3
476,358,5
843,290,4
386,485,2
442,87,1
346,241,5
236,300,5
242,474,4
89,403,3
87,204,2
833,401,4
15,274,2
580,478,5
721,499,3
685,135,2
415,437,4
490,87,2
234,88,5
134,364,5
280,355,3
36,161,5
448,55,3
364,97,3
254,98,5
555,48,4
367,478,5
581,294,5
444,305,3
104,61,1
237,131,5
356,234,4
392,431,5
868,427,5
944,212,5
973,104,3
604,490,5
655,220,4
810,28,3
979,274,5
218,396,4
553,152,4
819,174,5
174,97,4
175,344,5
870,329,3
489,133,3
955,329,3
611,187,5
124,390,4
716,166,4
89,69,3
57,359,4
583,307,3
958,75,1
858,16,5
347,389,2
526,294,3
586,193,3
467,403,4
291,186,5
832,242,3
637,238,4
146,230,3
571,432,4
761,363,5
81,358,3
551,396,5
24,180,3
442,457,3
588,397,3
147,356,1
673,373,3
107,96,5
434,310,4
814,320,4
368,189,5
650,374,5
585,115,4
853,469,1
567,479,5
378,89,4
327,195,5
995,298,5
120,426,4
713,257,3
704,48,5
674,117,1
355,455,5
655,392,3
344,25,3
749,115,5
668,96,3
752,461,5
966,111,3
44,77,4
603,91,4
6,457,5
164,93,4
289,495,4
528,248,4
715,133,5
897,229,4
785,414,5
795,458,4
32,173,3
701,399,5
138,86,3
682,266,3
739,20,4
872,470,5
127,226,5
329,142,1
891,145,5
996,95,5
120,207,4
554,251,5
712,422,4
915,296,5
115,346,3
541,75,2
66,227,4
275,473,5
150,226,5
929,31,2
497,158,4
56,14,5
21,218,4
790,158,5
93,28,5
966,444,3
132,174,5
791,428,5
420,28,3
758,353,3
594,244,1
177,411,4
89,120,4
818,45,4
485,118,4
487,396,5
611,290,5
960,68,3
592,490,5
453,353,2
481,494,5
778,430,3
861,376,5
157,318,4
888,369,5
825,171,4
421,342,3
830,181,5
453,161,2
413,94,4
782,81,2
988,480,4
581,404,4
939,312,4
75,273,2
109,434,3
213,182,3
359,170,5
320,72,5
993,392,4
87,36,4
48,428,5
57,31,5
394,145,3
742,401,1
285,446,5
157,444,4
789,492,5
397,169,3
593,124,2
326,378,5
498,244,5
109,79,5
896,406,5
628,377,4
79,379,3
669,278,3
2,170,2
37,254,4
142,430,5
302,94,4
493,295,3
53,155,4
757,224,3
76,256,5
839,211,3
653,178,4
123,84,2
962,467,4
940,219,5
556,289,5
845,359,3
853,344,4
887,244,5
452,254,3
777,437,3
397,112,4
131,403,1
785,343,4
377,35,4
158,275,5
924,452,4
440,436,5
955,169,5
641,384,2
846,423,4
256,93,5
101,100,1
199,224,4
883,236,5
171,414,4
605,154,4
574,78,5
774,291,3
659,133,4
435,117,4
576,456,5
266,254,4
852,300,4
336,444,5
607,260,5
906,33,5
330,216,4
232,435,3
242,242,3
644,235,5
656,392,5
409,231,5
418,264,3
630,213,4
814,423,5
812,88,5
102,436,5
598,122,1
895,158,3
542,138,3
145,33,5
777,81,3
820,471,1
836,333,5
34,168,4
774,437,5
290,284,5
614,7,3
436,21,4
943,92,2
25,450,4
785,419,4
210,462,4
695,267,4
172,375,5
799,321,4
143,19,4
131,437,4
40,187,4
488,500,4
562,81,2
815,304,1
248,291,3
49,232,4
783,306,5
434,280,1
626,270,2
85,78,5
14,121,5
299,452,4
454,398,3
553,334,4
333,363,5
475,64,4
736,485,5
41,487,4
567,454,5
108,41,4
319,167,5
204,201,5
133,389,5
552,44,5
90,258,5
801,260,5
555,123,4
86,74,4
669,87,4
200,141,5
952,5,4
786,435,4
542,331,5
899,44,5
389,267,4
86,466,4
320,325,4
461,176,3
211,196,3
688,105,4
754,160,4
908,207,5
445,253,1
955,169,5
644,415,3
22,214,1
499,393,5
87,158,2
363,259,5
967,205,4
887,162,4
837,171,2
656,458,5
70,264,4
79,58,5
661,269,4
777,117,4
842,301,3
900,199,4
213,87,4
696,487,4
462,119,4
935,247,5
683,497,4
260,14,5
780,410,2
229,459,4
151,438,2
759,87,4
145,355,4
459,336,4
421,343,4
579,134,5
96,288,4
307,354,4
743,229,3
296,140,3
420,332,5
271,419,4
270,299,5
734,216,5
223,27,5
680,320,3
277,99,4
896,401,4
923,337,3
715,102,5
468,123,4
649,402,3
628,299,5
523,478,4
897,107,5
815,218,5
47,264,5
677,94,4
827,334,2
619,439,5
343,393,4
538,289,5
283,428,4
778,292,5
447,85,4
646,296,3
339,158,5
219,126,3
233,386,4
410,295,5
86,55,5
218,129,5
942,473,4
605,356,4
406,433,1
137,423,4
828,70,5
263,211,3
341,231,5
80,34,4
201,232,3
887,134,4
656,283,4
250,150,4
791,203,4
555,377,4
452,189,4
173,444,5
772,166,4
962,497,4
949,7,2
337,390,4
305,114,5
384,162,4
857,356,5
13,278,5
491,73,2
654,107,5
639,413,5
521,344,5
630,271,5
484,343,5
137,358,5
111,208,4
645,309,5
409,333,5
455,57,4
425,490,2
532,168,5
434,65,2
359,366,5
665,18,5
963,395,4
547,169,1
798,19,2
793,40,5
468,479,3
207,423,3
860,74,5
551,358,4
871,161,5
106,51,4
250,327,5
136,130,4
870,459,4
105,442,4
44,224,3
627,234,1
976,382,4
436,437,3
858,80,3
106,394,2
53,368,5
154,309,5
888,132,5
151,453,3
572,305,3
691,344,4
196,478,5
25,230,4
138,239,5
812,341,4
532,398,5
408,276,4
656,49,2
742,155,3
587,294,3
202,176,4
984,241,3
953,45,3
230,24,4
993,386,5
49,276,5
304,370,4
247,490,4
229,217,2
500,229,5
952,231,4
883,143,5
286,449,4
538,16,5
305,28,4
874,122,5
975,34,1
521,423,4
313,104,3
215,390,4
113,350,5
41,104,3
101,175,5
534,396,3
392,21,3
646,149,3
473,282,2
973,380,4
473,121,5
625,368,3
998,380,5
283,226,4
775,86,2
915,294,4
850,106,2
226,167,5
106,277,5
75,389,4
652,262,4
451,286,2
310,124,4
253,82,4
970,29,3
674,341,2
511,67,2
60,389,2
247,168,3
171,322,5
917,274,3
587,110,3
719,426,4
505,146,4
916,61,4
173,226,4
46,223,4
982,277,4
909,77,3
128,382,2
693,390,2
26,208,5
944,494,2
971,427,5
535,19,4
828,389,3
238,111,5
727,362,4
937,82,4
652,61,2
618,58,5
205,218,5
96,9,4
388,38,4
139,135,4
694,81,4
424,162,3
865,7,3
406,274,4
333,426,5
272,276,3
640,299,5
757,340,4
298,346,4
658,207,4
24,231,1
89,115,5
162,121,5
316,414,5
246,47,3
190,224,5
287,130,5
891,47,4
89,67,2
564,135,3
286,181,5
59,52,3
938,279,4
583,340,3
328,38,5
77,255,3
676,192,5
744,333,4
953,497,4
914,305,5
506,95,5
665,473,4
114,311,1
843,7,4
416,467,5
970,114,4
975,246,3
906,219,5
409,87,4
914,68,4
363,204,4
134,456,5
41,163,5
259,294,3
132,437,3
590,385,4
647,277,5
356,70,1
691,459,4
843,348,4
369,181,5
859,324,3
369,450,5
489,436,4
254,248,3
302,136,3
592,302,1
863,193,3
359,446,4
690,256,3
180,483,2
139,315,4
928,25,3
235,195,5
89,295,3
392,381,5
762,74,3
905,181,4
464,184,4
774,264,5
791,471,3
143,159,3
479,369,1
576,362,4
962,236,3
38,242,5
104,257,2
211,379,4
546,447,3
712,483,4
320,274,5
74,460,3
688,308,5
789,181,2
850,70,4
407,139,4
265,151,5
30,295,2
210,121,4
881,97,4
74,238,1
822,440,5
312,118,4
623,19,5
19,108,4
108,69,5
363,35,4
945,337,3
627,391,4
788,66,2
318,38,4
467,345,5
824,214,3
491,481,5
40,351,2
722,59,3
209,94,5
975,286,4
475,113,4
470,64,5
660,453,5
73,172,5
339,134,3
673,307,4
570,85,3
294,52,5
509,459,5
810,276,4
146,350,4
825,90,5
751,322,5
239,383,3
56,3,2
833,376,2
690,128,5
597,359,2
570,409,3
250,182,4
770,353,3
756,321,3
995,339,5
444,469,4
851,130,4
507,483,4
34,185,4
229,495,5
415,479,3
615,344,5
410,184,5
379,81,4
297,404,4
751,171,3
611,224,4
579,330,4
827,296,4
126,135,3
985,250,4
162,418,3
938,26,4
971,193,4
230,198,4
706,365,3
579,338,4
42,159,4
664,124,4
847,91,5
237,409,4
965,268,4
532,489,5
942,149,4
189,356,4
170,13,5
511,275,4
83,116,4
845,73,3
734,495,2
940,245,4
646,348,2
232,480,5
615,9,4
417,246,4
602,391,5
810,314,3
964,101,2
908,163,4
293,336,4
864,275,4
101,267,5
976,499,4
488,166,5
156,66,4
241,145,4
761,183,4
620,222,4
876,475,4
289,424,4
54,438,4
720,436,5
113,154,1
191,30,4
480,484,2
741,168,3
263,260,4
706,146,3
337,125,5
452,364,5
983,205,2
754,400,4
904,294,4
315,148,4
72,439,5
334,90,4
404,303,4
927,195,4
711,204,3
669,341,4
837,316,4
526,279,4
848,167,2
647,14,4
420,296,4
620,243,4
395,84,3
183,112,3
921,326,5
73,386,4
698,407,3
41,235,2
321,211,5
344,284,4
389,146,3
356,20,5
135,39,3
344,274,5
923,289,4
763,232,3
172,201,4
755,228,5
454,50,5
800,299,4
965,134,5
268,177,5
515,185,4
76,375,4
341,182,3
809,58,5
92,360,5
417,436,4
292,375,4
181,477,5
501,433,2
709,372,4
379,293,2
95,476,4
357,453,4
125,268,5
438,221,4
136,55,4
172,419,1
631,480,4
317,453,3
99,217,3
27,333,3
10,30,5
830,392,2
207,428,4
385,389,3
64,413,5
941,11,4
810,377,3
567,442,5
971,461,4
989,277,4
634,410,5
18,271,3
393,496,4
930,116,5
536,201,2
577,173,2
685,281,4
735,235,5
18,48,2
569,335,5
314,127,4
464,64,3
114,378,5
725,281,5
431,153,2
888,37,5
391,246,2
946,228,1
149,369,4
942,91,4
535,349,3
913,55,4
666,169,3
44,289,3
99,10,5
553,306,4
343,221,3
365,180,4
271,498,1
980,257,4
593,184,4
989,461,3
532,46,4
305,432,4
752,351,5
535,27,4
849,471,4
620,135,3
183,148,4
670,431,4
781,453,3
51,323,5
791,52,5
847,204,4
424,8,5
569,330,5
123,216,2
218,424,1
64,182,4
923,230,3
141,121,1
752,466,5
229,189,5
234,191,3
802,2,3
28,468,4
130,410,4
373,318,5
351,369,1
659,469,3
486,354,4
938,240,4
253,115,4
413,53,4
614,495,4
507,238,4
779,356,2
80,197,3
836,403,4
228,120,5
239,45,5
494,486,3
699,359,5
804,54,3
907,132,3
681,412,5
402,321,5
515,313,3
859,368,3
877,330,4
845,431,5
130,348,5
148,431,3
533,312,4
808,84,5
10,127,4
673,57,5
268,63,5
732,351,4
385,263,3
489,312,2
869,414,5
964,413,4
886,176,4
542,398,4
367,77,4
662,305,4
270,403,5
575,39,4
315,330,4
913,93,5
178,234,1
41,496,4
366,261,5
199,246,4
786,13,4
298,397,4
336,116,2
142,127,5
719,228,3
854,252,5
125,324,4
605,349,5
226,76,1
474,487,3
277,53,5
977,410,3
802,99,3
840,351,2
886,72,4
182,120,5
929,377,4
589,380,5
161,104,3
756,230,5
755,434,3
370,327,3
624,33,3
132,31,4
776,282,3
756,98,4
526,346,4
242,232,2
660,123,4
180,103,4
764,210,4
145,479,4
615,388,5
78,429,4
520,352,5
744,111,3
749,7,4
937,426,1
786,162,3
896,482,1
972,167,3
454,250,1
882,187,5
212,350,5
565,286,4
876,146,5
372,417,5
730,474,3
191,254,5
651,75,4
591,416,4
367,141,5
642,40,3
565,320,3
692,361,4
403,177,4
694,256,5
988,2,2
475,14,1
640,39,1
384,400,3
581,36,5
798,160,5
892,362,5
452,476,5
339,121,4
174,483,2
523,477,2
77,338,5
581,222,5
658,108,3
252,46,3
200,225,4
494,219,5
75,299,4
94,193,4
551,274,4
405,57,1
549,175,5
242,450,4
452,228,3
231,473,5
798,236,5
546,215,2
232,313,5
915,131,4
15,453,5
484,42,4
646,80,4
510,152,5
628,499,4
93,286,4
976,111,4
60,355,4
875,499,5
881,394,1
187,446,4
32,56,5
948,144,5
435,305,4
75,219,3
776,173,5
830,387,1
638,231,4
549,7,3
616,91,5
458,24,3
144,303,4
384,488,5
71,140,3
784,427,5
61,118,5
818,144,5
385,224,5
610,230,2
859,309,5
515,118,3
713,187,5
734,21,3
58,454,1
613,36,3
448,220,5
653,280,5
21,50,4
895,2,1
74,318,3
382,29,5
543,147,4
113,26,4
79,197,5
899,385,4
229,479,5
126,296,4
911,426,4
253,125,5
279,235,3
690,109,4
215,377,3
821,226,4
629,100,4
396,277,4
345,400,4
762,17,4
794,75,5
244,414,4
558,314,3
705,54,3
81,108,4
199,383,4
830,232,4
136,275,1
450,7,4
772,169,5
624,434,4
506,14,5
653,331,5
860,337,5
329,420,4
266,452,4
93,117,5
990,187,5
668,195,4
962,411,5
123,494,5
809,300,4
226,12,4
789,38,4
956,428,5
215,97,4
844,404,1
25,424,3
766,446,4
772,17,5
593,148,4
467,107,3
509,3,5
642,417,4
197,51,5
924,138,3
515,389,3
81,441,3
58,50,4
632,428,4
813,443,5
902,321,1
428,249,5
781,430,4
545,163,4
201,180,4
573,236,5
500,486,3
921,406,3
616,209,5
959,194,5
692,175,4
317,443,5
617,9,4
329,388,4
785,283,2
842,295,3
225,159,4
478,140,4
974,62,3
642,457,1
461,71,5
333,335,5
895,217,4
196,482,4
717,293,3
753,116,2
527,30,5
589,84,4
550,144,4
597,369,3
431,70,5
934,286,3
604,265,5
508,224,5
254,187,5
890,226,5
758,395,3
842,180,5
142,442,1
168,155,5
829,294,5
349,320,5
603,365,5
977,22,4
176,38,3
9,127,4
88,421,4
624,120,5
496,396,4
415,142,5
456,469,3
588,348,3
673,53,5
157,39,5
354,49,3
688,314,4
616,355,3
698,482,4
748,316,5
448,42,3
485,199,5
951,393,4
269,82,3
306,171,5
537,263,4
905,336,3
20,346,3
525,491,5
322,135,5
304,386,5
925,254,5
939,324,4
123,336,5
870,105,3
854,298,3
877,174,3
743,272,3
143,73,3
847,41,4
882,252,4
815,251,4
731,227,4
600,260,4
990,281,3
170,148,5
930,151,3
584,242,5
959,391,4
20,263,3
772,468,4
131,76,5
787,142,3
949,373,3
301,297,3
32,245,5
704,76,3
195,197,3
583,284,4
839,79,5
760,405,3
159,300,4
889,129,4
525,489,5
923,125,4
527,431,4
642,468,1
323,355,4
816,101,4
52,16,4
38,385,1
804,286,1
893,202,5
106,336,5
676,490,4
833,239,5
242,293,2
722,103,4
165,59,5
373,182,5
862,257,4
854,223,3
20,95,1
191,95,5
644,340,5
957,199,5
7,67,5
529,339,3
938,64,5
16,494,3
403,445,4
532,296,4
553,40,5
725,360,5
368,146,4
933,132,4
523,99,5
573,386,5
423,406,4
458,293,4
958,479,4
375,224,5
890,171,4
890,304,4
51,202,4
788,88,4
978,376,5
638,112,3
959,443,5
730,385,4
705,429,1
520,5,4
355,137,4
645,152,5
781,270,5
268,192,5
192,14,3
159,113,5
967,342,4
891,225,4
726,60,4
98,437,3
484,304,2
887,452,4
871,357,5
858,348,4
333,394,3
934,293,2
923,498,4
505,12,5
538,197,3
401,119,1
371,326,4
612,444,4
251,182,3
577,131,3
847,250,5
787,404,5
634,112,5
571,285,1
890,280,3
568,359,5
308,489,5
893,401,4
790,95,4
476,285,4
789,220,4
553,397,4
255,295,5
923,40,1
690,261,5
329,199,3
290,356,5
86,193,4
586,391,5
501,414,2
891,350,4
408,277,5
93,367,5
451,358,3
564,390,4
925,87,4
209,245,3
215,219,5
488,474,5
286,406,2
916,351,5
590,99,3
323,81,4
358,424,5
693,457,3
186,32,5
266,481,5
942,248,3
103,245,4
296,492,5
339,398,3
19,384,4
905,32,5
817,335,3
291,24,5
750,440,4
827,216,5
268,231,4
632,148,5
744,262,3
851,285,5
408,385,5
183,317,3
493,272,3
762,240,4
321,268,3
728,138,5
835,107,5
166,297,5
157,195,4
799,499,4
957,173,3
913,11,4
592,112,5
976,466,4
229,187,5
491,267,3
772,125,5
787,365,2
740,497,5
479,124,3
829,178,4
878,176,5
294,273,3
368,244,5
557,211,4
386,202,4
72,103,3
949,241,4
885,420,3
142,194,5
275,262,5
341,459,4
648,294,5
407,264,1
453,453,5
19,166,2
318,296,4
140,310,5
511,466,3
373,35,5
579,153,5
912,315,5
828,270,2
193,156,4
439,410,5
794,209,4
289,458,2
412,375,4
735,319,4
397,352,4
143,421,3
488,149,5
538,460,2
509,187,4
362,219,4
905,198,4
109,423,4
507,41,3
855,288,4
670,286,4
1,463,5
190,426,5
494,283,4
383,430,4
291,379,2
189,10,4
191,27,4
898,288,3
150,250,5
878,259,3
14,269,5
759,334,4
43,309,5
949,176,4
860,371,4
918,249,4
583,375,5
411,312,5
896,442,3
240,312,5
339,93,3
334,159,4
467,202,5
88,231,5
911,217,5
66,474,4
785,155,4
266,42,4
827,296,5
32,387,4
21,113,4
24,128,3
76,109,3
555,163,2
500,219,5
86,463,3
324,58,4
445,170,5
199,194,5
443,365,4
345,142,5
335,186,1
724,323,5
186,384,4
222,474,5
875,98,4
396,45,4
916,266,3
775,60,5
456,26,3
801,440,2
533,269,5
625,60,3
701,74,4
370,121,5
644,82,4
281,180,5
408,136,4
829,404,4
107,205,3
451,30,2
472,16,5
354,287,4
788,355,3
492,327,2
610,213,3
173,302,5
917,88,5
222,465,5
907,362,4
338,347,4
685,251,5
605,473,3
824,276,4
611,2,5
956,30,5
361,64,4
484,127,4
949,88,5
529,439,5
308,393,4
757,246,3
634,154,3
857,300,5
793,197,5
967,267,4
321,73,2
354,389,5
680,294,1
463,154,4
523,351,5
461,210,5
79,396,4
729,210,3
809,282,5
560,452,2
123,190,4
832,296,3
869,78,4
69,430,4
746,450,4
79,101,4
584,275,5
232,272,5
35,346,4
554,23,3
837,38,4
863,101,5
132,315,3
974,149,5
950,302,4
41,244,4
660,115,5
810,165,2
69,309,5
183,179,5
843,1,5
830,446,4
285,142,5
513,12,4
851,298,4
230,249,4
192,51,5
180,356,5
229,178,4
96,355,3
811,348,1
486,352,5
822,404,5
101,50,4
669,199,4
645,101,3
830,483,3
255,215,5
5,85,4
866,414,2
551,157,5
756,319,5
149,320,4
685,214,5
402,411,3
157,294,3
407,54,3
195,349,4
759,315,5
217,423,3
287,290,5
184,273,5
722,355,2
693,35,5
984,277,5
561,319,1
884,179,4
954,189,3
456,142,3
960,235,4
550,194,4
404,242,5
96,342,5
777,379,1
239,469,4
832,256,4
816,436,2
399,163,2
959,499,4
914,237,4
665,355,3
116,211,1
433,86,5
624,196,4
51,425,5
922,425,4
416,380,5
782,440,3
729,467,3
994,362,4
204,64,5
378,2,4
400,305,4
361,437,3
237,272,2
595,88,3
551,323,5
58,189,2
691,280,4
200,251,3
810,21,4
958,74,3
920,455,3
